no,product_name,rating,comment,link
11,Ekouaer Womens Silk Satin Tank Tops V Neck Casual Cami Sleeveless Camisole Blouses Summer Basic Tank Shirt,4,Great looking tank top. Perfect compliment for slacks and a blazer. Many colors to choose from. I bought one and liked it so much that I bought another. Iron with a very warm iron.,https://www.amazon.com/Ekouaer-Womens-Camisole-Sleeveless-T-Shirt/dp/B0BFPXJ2YD/ref=sr_1_30?qid=1699190763&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-30
12,Ekouaer Womens Silk Satin Tank Tops V Neck Casual Cami Sleeveless Camisole Blouses Summer Basic Tank Shirt,4,Good quality. Fits smaller than expected,https://www.amazon.com/Ekouaer-Womens-Camisole-Sleeveless-T-Shirt/dp/B0BFPXJ2YD/ref=sr_1_30?qid=1699190763&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-31
13,Women's Cotton Basic Scoop Neck Crop Top Short Sleeve Tops,5,This top is so cute I’ll definitely get them in different colors,https://www.amazon.com/HATOPANTS-Womens-Cotton-Basic-Sleeve/dp/B0746T31T6/ref=sr_1_59?qid=1699190763&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-59&th=1
14,Women's Cotton Basic Scoop Neck Crop Top Short Sleeve Tops,5,Color is vibrant. Fits true to size. Soft and comfortable,https://www.amazon.com/HATOPANTS-Womens-Cotton-Basic-Sleeve/dp/B0746T31T6/ref=sr_1_59?qid=1699190763&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-59&th=2
15,Gemolly Women's Basic Button Down Shirts Long Sleeve Plus Size Simple Stretch Formal Casual Shirt Blouse,5,I loved this blouse so much I bought another one in a different color. Very attractive look,https://www.amazon.com/Gemolly-Womens-Button-Shirts-Stretch/dp/B07RRXHKZX/ref=sr_1_57?qid=1699192352&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-57
16,Gemolly Women's Basic Button Down Shirts Long Sleeve Plus Size Simple Stretch Formal Casual Shirt Blouse,4,"I love the material and stretch, but it just runs too small and it doesn't come bigger. Not for wider backs or full boobs.",https://www.amazon.com/Gemolly-Womens-Button-Shirts-Stretch/dp/B07RRXHKZX/ref=sr_1_57?qid=1699192352&refinements=p_72%3A2661621011&rnid=2661617011&s=fashion-womens-intl-ship&sr=1-57
17,BORIFLORS Women's Sexy Tie Up Crop Top Short Sleeve Deep V Neck Casual Basic T Shirt,3,"This was actually bigger than I expected, giving more coverage than I wanted.",https://www.amazon.com/BORIFLORS-Womens-Short-Sleeve-Casual/dp/B07PZT29XM/ref=sr_1_68?qid=1699192695&s=fashion-womens-intl-ship&sr=1-68
18,BORIFLORS Women's Sexy Tie Up Crop Top Short Sleeve Deep V Neck Casual Basic T Shirt,3,The stretch is amazing the material was too cheap. I purchased a size small,https://www.amazon.com/BORIFLORS-Womens-Short-Sleeve-Casual/dp/B07PZT29XM/ref=sr_1_68?qid=1699192695&s=fashion-womens-intl-ship&sr=1-68
19,Avanova Women's Leopard Printed Ruffle Hem Long Sleeve Mock Neck Blouses Top,4,"I love the color of this shirt. It is loose and flowy, which I prefer. Wearing a plus size, it’s always hot or miss whether clothes ordered online will fit. This was a hit!",https://www.amazon.com/Avanova-Womens-Leopard-Printed-Blouses/dp/B08KG88XXR/ref=sr_1_75?qid=1699192695&s=fashion-womens-intl-ship&sr=1-75
20,Avanova Women's Leopard Printed Ruffle Hem Long Sleeve Mock Neck Blouses Top,5,"Enjoy this blouse pleased wth it size, fit snd comfortability",https://www.amazon.com/Avanova-Womens-Leopard-Printed-Blouses/dp/B08KG88XXR/ref=sr_1_75?qid=1699192695&s=fashion-womens-intl-ship&sr=1-75
21,"Hanes Women's Sport Cool DRI Polo Shirt, Moisture-Wicking Performance Polo Shirt for Women",5,Fit well. Too soon to tell how it will hold up in the wash. Good price compared to other places.,https://www.amazon.com/Hanes-Sport-Womens-Performance-Medium/dp/B01EA2U17A/ref=sr_1_77?qid=1699192695&s=fashion-womens-intl-ship&sr=1-77
22,"Hanes Women's Sport Cool DRI Polo Shirt, Moisture-Wicking Performance Polo Shirt for Women",4,I love this dri-fit polo shirt. It's very comfortable and breathable especially with those hot days working in a warehouse. The only thing I didn't like is that the XL was more like a large. I definitely recommend sizing up! I will definitely order more in a larger size!,https://www.amazon.com/Hanes-Sport-Womens-Performance-Medium/dp/B01EA2U17A/ref=sr_1_77?qid=1699192695&s=fashion-womens-intl-ship&sr=1-77
23,Amilia Women's Basic Solid Cami Spaghetti Double Layer Crop Tank Top,5,"These are so soft, durable and extremely comfortable. I love them",https://www.amazon.com/Amilia-Womens-Basic-Spaghetti-Double/dp/B07CWL7WDL/ref=sr_1_80?qid=1699192695&s=fashion-womens-intl-ship&sr=1-80
24,Amilia Women's Basic Solid Cami Spaghetti Double Layer Crop Tank Top,5,"I love them. Cute under shirts, over long sleeve shirts or on their own. True to size",https://www.amazon.com/Amilia-Womens-Basic-Spaghetti-Double/dp/B07CWL7WDL/ref=sr_1_80?qid=1699192695&s=fashion-womens-intl-ship&sr=1-80
25,Amazon Essentials Women's Long-Sleeve Woven Blouse,4,"Perfect fit true to size, has some shrinkage if you put it in the dryer. But still wearable.",https://www.amazon.com/Amazon-Essentials-Womens-Long-Sleeve-X-Large/dp/B082ZT7RY2/ref=sr_1_82?qid=1699192695&s=fashion-womens-intl-ship&sr=1-82
26,Amazon Essentials Women's Long-Sleeve Woven Blouse,5,Fabric is very comfortable and the pattern is muted and elegant. Not exactly “lightweight “ material but not thick/ heavy. In fact it’s perfect. Covers what it needs to and looks professional. Just what I wanted. At a good price too.,https://www.amazon.com/Amazon-Essentials-Womens-Long-Sleeve-X-Large/dp/B082ZT7RY2/ref=sr_1_82?qid=1699192695&s=fashion-womens-intl-ship&sr=1-82
27,Womens Long Sleeve Off The Shoulder Tops Renaissance Pirate Shirt Gothic Peasant Blouse Summer Smocked Boho Top,5,Fits amazing and easily sit under both my overbust and my underbust corsets.,https://www.amazon.com/Womens-Shoulder-Renaissance-Peasant-Smocked/dp/B07RNWJ3V1/ref=cm_cr_arp_d_product_top?ie=UTF8
28,Womens Long Sleeve Off The Shoulder Tops Renaissance Pirate Shirt Gothic Peasant Blouse Summer Smocked Boho Top,4,"I like this shirt, but I wish I would have just gotten the size I normally would have chosen. I went a size up cause I was recommended but I think my usual size would have been better.",https://www.amazon.com/Womens-Shoulder-Renaissance-Peasant-Smocked/dp/B07RNWJ3V1/ref=cm_cr_arp_d_product_top?ie=UTF8
29,Verdusa Women's Basic Mock Neck Slim Fitted Long Sleeve Pullovers Tee Tops,5,Perfect weight and fit for early fall weather,https://www.amazon.com/Verdusa-Womens-Fitted-Sleeve-Pullovers/dp/B07S624PCF/ref=sr_1_88?qid=1699192695&s=fashion-womens-intl-ship&sr=1-88
30,Verdusa Women's Basic Mock Neck Slim Fitted Long Sleeve Pullovers Tee Tops,1,This was absolutely not how I thought it would be. It was a belly shirt. Came up to my navel. Not even pulling it down would get the proper coverage. For an xxl size top you need to account for a longer torso. This was returned.,https://www.amazon.com/Verdusa-Womens-Fitted-Sleeve-Pullovers/dp/B07S624PCF/ref=sr_1_88?qid=1699192695&s=fashion-womens-intl-ship&sr=1-88
31,Blooming Jelly Women's Button Down Flannel Shirts Plaid Shacket Long Sleeve Collared Business Casual Tops Work Blouses,5,Great quality and love the color! Sized up to layer over other shirts and it was too big so best order your true size. Great shirt though!,https://www.amazon.com/Blooming-Jelly-Collared-Business-Women%EF%BC%88Large/dp/B0999NLD65/ref=sr_1_91?qid=1699192695&s=fashion-womens-intl-ship&sr=1-91
32,Blooming Jelly Women's Button Down Flannel Shirts Plaid Shacket Long Sleeve Collared Business Casual Tops Work Blouses,4,"Made well. Thickness is just right, roomy front pockets. Runs large. Size down if you want a more tailored fit. Did not shrink when laundered.",https://www.amazon.com/Blooming-Jelly-Collared-Business-Women%EF%BC%88Large/dp/B0999NLD65/ref=sr_1_91?qid=1699192695&s=fashion-womens-intl-ship&sr=1-92
33,Oyamiki Womens Casual Cuffed Long Sleeve Boyfriend Button Down Plaid Flannel Shirt Tops,5,This shirt is better than the photo. The fabric hangs nicely. The color is perfect and the sizing is just right. I’m going back to find more.,https://www.amazon.com/Cuffed-Sleeve-Boyfriend-Button-Flannel/dp/B09BVHWC26/ref=sr_1_93?qid=1699192695&s=fashion-womens-intl-ship&sr=1-93
34,Oyamiki Womens Casual Cuffed Long Sleeve Boyfriend Button Down Plaid Flannel Shirt Tops,5,Absolutely love this flannel.. very soft. Sizing is normal. I ordered a medium and fits like a medium normally does on me. It’s not oversized.,https://www.amazon.com/Cuffed-Sleeve-Boyfriend-Button-Flannel/dp/B09BVHWC26/ref=sr_1_93?qid=1699192695&s=fashion-womens-intl-ship&sr=1-93
35,Dokotoo Womens Blouses Fashion 2023 Smocked Long Sleeve V Neck Casual Chiffon Shirts Tops,1,"Love the color, not the fit, construction, or appearance on my frame. There is a lining but only in the front of the top which makes it hang oddly on my frame. Size charge is fairly accurate. Sleeves are cute (balloon) with decent elasticity at the wrists as show in the photo. Returning as not right for me.",https://www.amazon.com/Dokotoo-Fashion-Smocked-Chiffon-Business/dp/B0B3XFWMM7/ref=sr_1_94?qid=1699192695&s=fashion-womens-intl-ship&sr=1-94
36,Dokotoo Womens Blouses Fashion 2023 Smocked Long Sleeve V Neck Casual Chiffon Shirts Tops,1,Fabric awful needs to be returned,https://www.amazon.com/Dokotoo-Fashion-Smocked-Chiffon-Business/dp/B0B3XFWMM7/ref=sr_1_94?qid=1699192695&s=fashion-womens-intl-ship&sr=1-94
37,AEVZIV Sexy Crop Tops for Women Sleeveless Deep V Neck Workout Tops Plunge Ring Cleavage Cropped Tank Top,5,"Holy cow, this is the most flattering going out shirt I've ever had. Super soft and comfortable. My fav top currently.",https://www.amazon.com/AEVZIV-Sleeveless-Workout-Cleavage-Cropped/dp/B096WXJ5T2/ref=sr_1_95?qid=1699192695&s=fashion-womens-intl-ship&sr=1-95
38,AEVZIV Sexy Crop Tops for Women Sleeveless Deep V Neck Workout Tops Plunge Ring Cleavage Cropped Tank Top,4,"Love this top! It has great coverage for the important parts! It is very flattering and shows just the right amount. I ended up ordering a M instead if a S and to be honest, they both fit about the same. Haven’t found too many places to wear it but it always get compliments when I have it on!",https://www.amazon.com/AEVZIV-Sleeveless-Workout-Cleavage-Cropped/dp/B096WXJ5T2/ref=sr_1_95?qid=1699192695&s=fashion-womens-intl-ship&sr=1-95
39,WELINCO Womens Crewneck Pullovers Color Block Long Sleeve Side Split Tunic Tops,5,This is a nice comfy shirt. It is thinner than I expected but appears to be good quality. The color is as expected from the pictures. It fits true to size. I’m a size 12 wearing a large.,https://www.amazon.com/Womens-Sleeve-Loose-Casual-Pullover/dp/B09GK8NSPM/ref=sr_1_96?qid=1699192695&s=fashion-womens-intl-ship&sr=1-96&th=1
40,WELINCO Womens Crewneck Pullovers Color Block Long Sleeve Side Split Tunic Tops,4,Light weight and nice fit. If you want rather loose order one size larger!,https://www.amazon.com/Womens-Sleeve-Loose-Casual-Pullover/dp/B09GK8NSPM/ref=sr_1_96?qid=1699192695&s=fashion-womens-intl-ship&sr=1-96&th=2
41,MIHOLL Women’s Long Sleeve Tops Lace Casual Loose Blouses T Shirts,5,"This is a comfortable and great looking sweater. If you find yourself in between sizes, I would order one size up. I ordered the navy and it is a beautiful color. Comfortable to wear with jeans or dress pants. Nice addition to the wardrobe!",https://www.amazon.com/MIHOLL-Womens-Sleeve-Casual-Blouses/dp/B0823H85GP/ref=sr_1_97?qid=1699192695&s=fashion-womens-intl-ship&sr=1-97
42,MIHOLL Women’s Long Sleeve Tops Lace Casual Loose Blouses T Shirts,5,"This fits great, beautiful flow. Love it! Will be perfect for the holidays. It's lightweight so will not be hot indoors. I plan to wear a long red necklace for Christmas with it. Happy me!!!",https://www.amazon.com/MIHOLL-Womens-Sleeve-Casual-Blouses/dp/B0823H85GP/ref=sr_1_97?qid=1699192695&s=fashion-womens-intl-ship&sr=1-97
43,NIASHOT Womens Long Sleeves Tops V Neck Casual Fall Sweaters Shirts,3,"The knot hit me front and center and was very unflattering, but the size was true to fit and the material was nice.",https://www.amazon.com/Sweaters-Women-Criss-V-Neck-Sleeve/dp/B07X47Z4H9/ref=sr_1_104?qid=1699195813&s=fashion-womens-intl-ship&sr=1-104
44,NIASHOT Womens Long Sleeves Tops V Neck Casual Fall Sweaters Shirts,3,"Cute fitting top, however the images are not an accurate depiction of the material. Fabric looks like a heather sweater material online, but in reality it’s just a solid medium weight fabric. I purchased the khaki color and am debating on whether to keep it or return it.",https://www.amazon.com/Sweaters-Women-Criss-V-Neck-Sleeve/dp/B07X47Z4H9/ref=sr_1_104?qid=1699195813&s=fashion-womens-intl-ship&sr=1-104
45,POPZONE Women's Lettuce Trim Mock Neck Long Sleeve Slim Fit Ribbed Knit Tee Shirt Tops,4,I purchased this to wear under a sweater and it will be perfect for that. It is slightly sheer but I don’t think it is too much or offensive. I love that it is so soft and lightweight. It does not have front or back so a little bunching at front neck. It had a toxic smell when opened but it went away after I washed it.,https://www.amazon.com/POPZONE-Womens-Lettuce-Mockneck-01-Black/dp/B08QRWJ3YB/ref=sr_1_105?qid=1699195813&s=fashion-womens-intl-ship&sr=1-105&th=1
46,POPZONE Women's Lettuce Trim Mock Neck Long Sleeve Slim Fit Ribbed Knit Tee Shirt Tops,4,"This mock neck is great as a layering piece, but it is very thin which makes it more difficult to pull off on its own.",https://www.amazon.com/POPZONE-Womens-Lettuce-Mockneck-01-Black/dp/B08QRWJ3YB/ref=sr_1_105?qid=1699195813&s=fashion-womens-intl-ship&sr=1-105&th=2
47,ZAAYO Women's Bamboo Cotton Linen V Neck Button Down Shirt Long/Roll Up Sleeve Casual Collared Work Blouse Top,1,Very disappointed with the shirt. It is as thin as gauze. The quality is very poor. It will be returned.,https://www.amazon.com/ZAAYO-Womens-Bamboo-Cotton-Collared/dp/B0BXF99GF2/ref=cm_cr_arp_d_product_top?ie=UTF8
48,ZAAYO Women's Bamboo Cotton Linen V Neck Button Down Shirt Long/Roll Up Sleeve Casual Collared Work Blouse Top,1,"The colour is like an indigo blue not a navy blue as per their pic, the shape is not nice either so I have returned it",https://www.amazon.com/ZAAYO-Womens-Bamboo-Cotton-Collared/dp/B0BXF99GF2/ref=cm_cr_arp_d_product_top?ie=UTF9
49,ZAFUL Women's Ribbed Halter Crop Top Criss Cross Ruched Lace-up Cami Bandana Top Cropped Tank Top,1,Its to wide and it doesn't look like its supposed to its a pain to wrap everytime and I it slides off my body. Don't waste you're money.,https://www.amazon.com/ZAFUL-Lace-up-Cropped-Bandana-Stitching/dp/B094D95RBM/ref=sr_1_107?qid=1699195813&s=fashion-womens-intl-ship&sr=1-107
50,ZAFUL Women's Ribbed Halter Crop Top Criss Cross Ruched Lace-up Cami Bandana Top Cropped Tank Top,2,This is very cute and the reviews allude to a flattering fit for all bust. Not the case for me unfortunately. I returned it,https://www.amazon.com/ZAFUL-Lace-up-Cropped-Bandana-Stitching/dp/B094D95RBM/ref=sr_1_107?qid=1699195813&s=fashion-womens-intl-ship&sr=1-107
51,PRETTYGARDEN Women's Lantern Long Sleeve Round Neck High Low Asymmetrical Irregular Hem Casual Tops Blouse Shirt Dress,2,You can tell it’s cheaply made and mine is missing the ruffles… deff disappointed,https://www.amazon.com/PRETTYGARDEN-Lantern-Asymmetrical-Irregular-X-Large/dp/B07FXB4JDK/ref=sr_1_109?qid=1699195813&s=fashion-womens-intl-ship&sr=1-109
52,PRETTYGARDEN Women's Lantern Long Sleeve Round Neck High Low Asymmetrical Irregular Hem Casual Tops Blouse Shirt Dress,2,In the photo is looks like a dark green but it a dark turquoise. And I bought a camel color but it's not it is a beige. Very disappointing,https://www.amazon.com/PRETTYGARDEN-Lantern-Asymmetrical-Irregular-X-Large/dp/B07FXB4JDK/ref=sr_1_109?qid=1699195813&s=fashion-womens-intl-ship&sr=1-110
53,XXTAXN Women's Sexy Bodycon Fitted Square Neck Long Sleeve Basic T-Shirt Crop Top,3,Ordered my usual size (medium) and it was extremely small on me. Definitely size up. I will be returning it,https://www.amazon.com/XXTAXN-Womens-Bodycon-Fitted-T-Shirt/dp/B0815VMCJX/ref=sr_1_110?qid=1699195813&s=fashion-womens-intl-ship&sr=1-110&th=1
54,XXTAXN Women's Sexy Bodycon Fitted Square Neck Long Sleeve Basic T-Shirt Crop Top,3,Cute shirt but literally smell like musty armpit.,https://www.amazon.com/XXTAXN-Womens-Bodycon-Fitted-T-Shirt/dp/B0815VMCJX/ref=sr_1_110?qid=1699195813&s=fashion-womens-intl-ship&sr=1-110&th=2
55,Fall T-Shirt for Women Family Halloween Thanksgiving Tops Cute Autumn Thankful Pumpkin Graphic Tees,4,"The tshirt seems of good quality. I love the design. The only thing is the texture of the print is strange, makes kind of a crinkly noise. It washed well. I like it a lot.",https://www.amazon.com/T-Shirt-Halloween-Thanksgiving-Thankful-Pumpkin/dp/B0C5SMX815/ref=cm_cr_arp_d_product_top?ie=UTF8
56,Fall T-Shirt for Women Family Halloween Thanksgiving Tops Cute Autumn Thankful Pumpkin Graphic Tees,3,"This is a cute & very soft fall shirt; but the Small is NOT small- it's more of a medium. Wish they had an XS. I usually have No problems ordering a small but this is so big on me. I'm 5""2, 120 lbs, a small should have fit me. I'm a little disappointed.",https://www.amazon.com/T-Shirt-Halloween-Thanksgiving-Thankful-Pumpkin/dp/B0C5SMX815/ref=cm_cr_arp_d_product_top?ie=UTF8
57,Pact Women's Organic Cotton Camisole Tank Top with Built-in Shelf Bra,2,"I was disappointed the ""built in shelf bra"" is only an extra layer of cotton around the bust. The coverage is not good and I would not feel comfortable wearing this cami without adding a strapless bra to it.",https://www.amazon.com/Organic-Cotton-Shelf-Camisole-Medium/dp/B00HR0F48Y/ref=sr_1_112?qid=1699195813&s=fashion-womens-intl-ship&sr=1-112
58,Pact Women's Organic Cotton Camisole Tank Top with Built-in Shelf Bra,1,"There is no bra, it is just a cheap tank top. Waste of time.",https://www.amazon.com/Organic-Cotton-Shelf-Camisole-Medium/dp/B00HR0F48Y/ref=sr_1_112?qid=1699195813&s=fashion-womens-intl-ship&sr=1-112
59,MOLERANI Womens Waffle Knit Tunic Tops Loose Long Sleeve Button Up V Neck Henley Shirts,1,The material is see thru it reminds me of men’s long John’s from back in the day. Extremely long. Also came dirty so assuming it was returned already prior.,https://www.amazon.com/MOLERANI-Womens-Sleeve-Button-Shirts/dp/B07X4C3T61/ref=sr_1_113_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-113-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=1
60,MOLERANI Womens Waffle Knit Tunic Tops Loose Long Sleeve Button Up V Neck Henley Shirts,2,Nothing. I'm returning it.,https://www.amazon.com/MOLERANI-Womens-Sleeve-Button-Shirts/dp/B07X4C3T61/ref=sr_1_113_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-113-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=2
61,Eytino Women Plus Size Tops V Neck Long Lantern Sleeve Loose Causal Tunic Blouses Shirts,3,"I liked the material, it had a bit of stretch to it but it is too long for what i like.",https://www.amazon.com/Eytino-Shirts-Lantern-Sleeve-Casual/dp/B0C6F9GN5D/ref=sr_1_114_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-114-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=1
62,Eytino Women Plus Size Tops V Neck Long Lantern Sleeve Loose Causal Tunic Blouses Shirts,5,"Very flattering neckline, comfy and great tummy coverage",https://www.amazon.com/Eytino-Shirts-Lantern-Sleeve-Casual/dp/B0C6F9GN5D/ref=sr_1_114_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-114-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=2
63,Micoson Polo Shirts for Women Long Sleeve Button Down Collared Tops Loose Casual Tunic Blouses,4,This shirt is soft and constructed well. The seaming and darts give this a nice tailored look. It has a slightly relaxed fit and the color is exactly as pictured. This will definitely meet my needs for a business casual day at work.,https://www.amazon.com/Womens-Shirts-Sleeve-Collared-Business/dp/B0C9Q1T3TT/ref=sr_1_116_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-116-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=1
64,Micoson Polo Shirts for Women Long Sleeve Button Down Collared Tops Loose Casual Tunic Blouses,5,It stretches in all the right places and is comfortable. Looks good and is well made.,https://www.amazon.com/Womens-Shirts-Sleeve-Collared-Business/dp/B0C9Q1T3TT/ref=sr_1_116_sspa?qid=1699195813&s=fashion-womens-intl-ship&sr=1-116-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9tdGZfYnJvd3Nl&psc=2
65,HangNiFang Womens Flannel Plaid Shirts Oversized Button Down Shirts Blouse Tops,1,"Poor quality, cheaply made, no return time",https://www.amazon.com/HangNiFang-Oversized-Flannel-Shirts-0368-Khaki-M/dp/B09CN9DDH8/ref=sr_1_117?qid=1699195813&s=fashion-womens-intl-ship&sr=1-117
66,HangNiFang Womens Flannel Plaid Shirts Oversized Button Down Shirts Blouse Tops,4,It’s cute but on the thin side which is great for New Orleans winters. Love the colors,https://www.amazon.com/HangNiFang-Oversized-Flannel-Shirts-0368-Khaki-M/dp/B09CN9DDH8/ref=sr_1_117?qid=1699195813&s=fashion-womens-intl-ship&sr=1-118
67,Astylish Womens V Neck Roll up Sleeve Button Down Blouses Tops,5,That’s great feels good very comfortable,https://www.amazon.com/Astylish-Womens-Sleeve-Button-Blouses/dp/B09V5LNQSC/ref=cm_cr_arp_d_product_top?ie=UTF8
68,Astylish Womens V Neck Roll up Sleeve Button Down Blouses Tops,5,"like it color is great, fits as expected",https://www.amazon.com/Astylish-Womens-Sleeve-Button-Blouses/dp/B09V5LNQSC/ref=cm_cr_arp_d_product_top?ie=UTF8
69,Trendy Queen Women's Sexy Deep V-Neck Backless Tops Short Sleeve Slim Fit T-Shirts Basic Y2K Tops Bustier Corset Cami,3,I kept the shirt because it was really cute and I didn't want to deal with the hassle of returning it but it's disappointing that a $25 doesn't come in perfect condition. Definitely think it should be discounted for damage.,https://www.amazon.com/Trendy-Queen-Backless-T-Shirts-Bustier/dp/B0BRQFHL5Z/ref=sr_1_121?qid=1699195813&s=fashion-womens-intl-ship&sr=1-121
